######################################################################
#
# LoggerIdentifier    : 1858001C
# Comment             : 
# StartBatteryVoltage :      2953 mV
# EndBatteryVoltage   :      2933 mV
# TotalSampleCount    :    266826
# ResistanceOffset    :     11899.26821
# ResistanceScale     :     90961.56387
# TemperatureOffset   :         0.0009397284
# TemperatureLinear   :         0.0002205166
# TemperatureCubic    :         0.0000001287
#
######################################################################
yyyy mm dd HH MM SS      Raw     Res[Ohm]   Temp[degC]
2005 10 18 16 47 04    50777    83356.294        2.662
2005 10 18 16 47 05    50778    83358.843        2.661
2005 10 18 16 47 06    50778    83358.843        2.661
2005 10 18 16 47 07    50778    83358.843        2.661
2005 10 18 16 47 08    50775    83351.197        2.663
2005 10 18 16 47 09    50771    83341.003        2.666
2005 10 18 16 47 10    50773    83346.100        2.665
2005 10 18 16 47 11    50766    83328.263        2.669
2005 10 18 16 47 12    50732    83241.678        2.690
2005 10 18 16 47 13    50691    83137.381        2.716
2005 10 18 16 47 14    50673    83091.631        2.727
2005 10 18 16 47 15    50673    83091.631        2.727
2005 10 18 16 47 16    50678    83104.337        2.724
2005 10 18 16 47 17    50678    83104.337        2.724
2005 10 18 16 47 18    50676    83099.255        2.726
2005 10 18 16 47 19    50678    83104.337        2.724
2005 10 18 16 47 20    50677    83101.796        2.725
2005 10 18 16 47 21    50680    83109.420        2.723
2005 10 18 16 47 22    50684    83119.587        2.720
2005 10 18 16 47 23    50692    83139.923        2.715
2005 10 18 16 47 24    50701    83162.808        2.710
2005 10 18 16 47 25    50698    83155.179        2.712
2005 10 18 16 47 26    50690    83134.839        2.717
2005 10 18 16 47 27    50689    83132.296        2.717
2005 10 18 16 47 28    50692    83139.923        2.715
2005 10 18 16 47 29    50695    83147.551        2.714
2005 10 18 16 47 30    50698    83155.179        2.712
2005 10 18 16 47 31    50697    83152.636        2.712
2005 10 18 16 47 32    50696    83150.093        2.713
2005 10 18 16 47 33    50696    83150.093        2.713
2005 10 18 16 47 34    50699    83157.722        2.711
2005 10 18 16 47 35    50704    83170.437        2.708
2005 10 18 16 47 36    50709    83183.154        2.705
2005 10 18 16 47 37    50713    83193.330        2.702
2005 10 18 16 47 38    50709    83183.154        2.705
2005 10 18 16 47 39    50702    83165.351        2.709
2005 10 18 16 47 40    50701    83162.808        2.710
2005 10 18 16 47 41    50701    83162.808        2.710
2005 10 18 16 47 42    50703    83167.894        2.709
2005 10 18 16 47 43    50705    83172.980        2.707
2005 10 18 16 47 44    50706    83175.524        2.707
2005 10 18 16 47 45    50704    83170.437        2.708
2005 10 18 16 47 46    50704    83170.437        2.708
2005 10 18 16 47 47    50708    83180.611        2.705
2005 10 18 16 47 48    50713    83193.330        2.702
2005 10 18 16 47 49    50718    83206.050        2.699
2005 10 18 16 47 50    50721    83213.683        2.697
2005 10 18 16 47 51    50726    83226.407        2.694
2005 10 18 16 47 52    50728    83231.497        2.693
2005 10 18 16 47 53    50717    83203.506        2.700
2005 10 18 16 47 54    50697    83152.636        2.712
2005 10 18 16 47 55    50685    83122.128        2.720
2005 10 18 16 47 56    50683    83117.045        2.721
2005 10 18 16 47 57    50687    83127.212        2.719
2005 10 18 16 47 58    50687    83127.212        2.719
2005 10 18 16 47 59    50683    83117.045        2.721
2005 10 18 16 48 00    50678    83104.337        2.724
2005 10 18 16 48 01    50675    83096.713        2.726
2005 10 18 16 48 02    50675    83096.713        2.726
2005 10 18 16 48 03    50678    83104.337        2.724
2005 10 18 16 48 04    50671    83086.550        2.729
2005 10 18 16 48 05    50652    83038.287        2.741
2005 10 18 16 48 06    50630    82982.438        2.754
2005 10 18 16 48 07    50620    82957.064        2.761
2005 10 18 16 48 08    50620    82957.064        2.761
2005 10 18 16 48 09    50624    82967.213        2.758
2005 10 18 16 48 10    50624    82967.213        2.758
2005 10 18 16 48 11    50623    82964.676        2.759
2005 10 18 16 48 12    50622    82962.138        2.759
2005 10 18 16 48 13    50621    82959.601        2.760
2005 10 18 16 48 14    50623    82964.676        2.759
2005 10 18 16 48 15    50627    82974.825        2.756
2005 10 18 16 48 16    50634    82992.590        2.752
2005 10 18 16 48 17    50635    82995.128        2.751
2005 10 18 16 48 18    50627    82974.825        2.756
2005 10 18 16 48 19    50619    82954.527        2.761
2005 10 18 16 48 20    50620    82957.064        2.761
2005 10 18 16 48 21    50623    82964.676        2.759
2005 10 18 16 48 22    50626    82972.288        2.757
2005 10 18 16 48 23    50629    82979.900        2.755
2005 10 18 16 48 24    50631    82984.976        2.754
2005 10 18 16 48 25    50630    82982.438        2.754
2005 10 18 16 48 26    50631    82984.976        2.754
2005 10 18 16 48 27    50636    82997.666        2.751
2005 10 18 16 48 28    50643    83015.436        2.746
2005 10 18 16 48 29    50650    83033.209        2.742
2005 10 18 16 48 30    50656    83048.446        2.738
2005 10 18 16 48 31    50661    83061.145        2.735
2005 10 18 16 48 32    50665    83071.306        2.732
2005 10 18 16 48 33    50668    83078.927        2.731
2005 10 18 16 48 34    50671    83086.550        2.729
2005 10 18 16 48 35    50666    83073.846        2.732
2005 10 18 16 48 36    50657    83050.985        2.737
2005 10 18 16 48 37    50654    83043.366        2.739
2005 10 18 16 48 38    50655    83045.906        2.739
2005 10 18 16 48 39    50657    83050.985        2.737
2005 10 18 16 48 40    50660    83058.605        2.736
2005 10 18 16 48 41    50662    83063.685        2.734
2005 10 18 16 48 42    50662    83063.685        2.734
2005 10 18 16 48 43    50658    83053.525        2.737
2005 10 18 16 48 44    50655    83045.906        2.739
2005 10 18 16 48 45    50655    83045.906        2.739
2005 10 18 16 48 46    50657    83050.985        2.737
2005 10 18 16 48 47    50662    83063.685        2.734
2005 10 18 16 48 48    50664    83068.766        2.733
2005 10 18 16 48 49    50658    83053.525        2.737
2005 10 18 16 48 50    50651    83035.748        2.741
2005 10 18 16 48 51    50650    83033.209        2.742
2005 10 18 16 48 52    50654    83043.366        2.739
2005 10 18 16 48 53    50662    83063.685        2.734
2005 10 18 16 48 54    50668    83078.927        2.731
2005 10 18 16 48 55    50673    83091.631        2.727
2005 10 18 16 48 56    50675    83096.713        2.726
2005 10 18 16 48 57    50674    83094.172        2.727
2005 10 18 16 48 58    50674    83094.172        2.727
2005 10 18 16 48 59    50675    83096.713        2.726
2005 10 18 16 49 00    50674    83094.172        2.727
2005 10 18 16 49 01    50662    83063.685        2.734
2005 10 18 16 49 02    50644    83017.974        2.746
2005 10 18 16 49 03    50631    82984.976        2.754
2005 10 18 16 49 04    50629    82979.900        2.755
2005 10 18 16 49 05    50631    82984.976        2.754
2005 10 18 16 49 06    50635    82995.128        2.751
2005 10 18 16 49 07    50638    83002.743        2.749
2005 10 18 16 49 08    50638    83002.743        2.749
2005 10 18 16 49 09    50638    83002.743        2.749
2005 10 18 16 49 10    50637    83000.205        2.750
2005 10 18 16 49 11    50639    83005.281        2.749
2005 10 18 16 49 12    50640    83007.820        2.748
2005 10 18 16 49 13    50641    83010.358        2.748
2005 10 18 16 49 14    50632    82987.514        2.753
2005 10 18 16 49 15    50615    82944.380        2.764
2005 10 18 16 49 16    50604    82916.481        2.771
2005 10 18 16 49 17    50601    82908.874        2.773
2005 10 18 16 49 18    50602    82911.409        2.772
2005 10 18 16 49 19    50603    82913.945        2.771
2005 10 18 16 49 20    50604    82916.481        2.771
2005 10 18 16 49 21    50607    82924.089        2.769
2005 10 18 16 49 22    50609    82929.161        2.768
2005 10 18 16 49 23    50609    82929.161        2.768
2005 10 18 16 49 24    50602    82911.409        2.772
2005 10 18 16 49 25    50600    82906.338        2.773
2005 10 18 16 49 26    50599    82903.803        2.774
2005 10 18 16 49 27    50600    82906.338        2.773
2005 10 18 16 49 28    50598    82901.267        2.775
2005 10 18 16 49 29    50599    82903.803        2.774
2005 10 18 16 49 30    50602    82911.409        2.772
2005 10 18 16 49 31    50605    82919.017        2.770
2005 10 18 16 49 32    50611    82934.234        2.766
2005 10 18 16 49 33    50616    82946.917        2.763
2005 10 18 16 49 34    50622    82962.138        2.759
2005 10 18 16 49 35    50630    82982.438        2.754
2005 10 18 16 49 36    50637    83000.205        2.750
2005 10 18 16 49 37    50644    83017.974        2.746
2005 10 18 16 49 38    50653    83040.827        2.740
2005 10 18 16 49 39    50661    83061.145        2.735
2005 10 18 16 49 40    50670    83084.009        2.729
2005 10 18 16 49 41    50677    83101.796        2.725
2005 10 18 16 49 42    50683    83117.045        2.721
2005 10 18 16 49 43    50690    83134.839        2.717
2005 10 18 16 49 44    50697    83152.636        2.712
2005 10 18 16 49 45    50706    83175.524        2.707
2005 10 18 16 49 46    50713    83193.330        2.702
2005 10 18 16 49 47    50722    83216.228        2.697
2005 10 18 16 49 48    50730    83236.587        2.692
2005 10 18 16 49 49    50741    83264.589        2.685
2005 10 18 16 49 50    50752    83292.600        2.678
2005 10 18 16 49 51    50760    83312.977        2.673
2005 10 18 16 49 52    50765    83325.715        2.670
2005 10 18 16 49 53    50770    83338.455        2.666
2005 10 18 16 49 54    50771    83341.003        2.666
2005 10 18 16 49 55    50772    83343.551        2.665
2005 10 18 16 49 56    50774    83348.648        2.664
2005 10 18 16 49 57    50768    83333.359        2.668
2005 10 18 16 49 58    50753    83295.147        2.677
2005 10 18 16 49 59    50743    83269.681        2.683
2005 10 18 16 50 00    50742    83267.135        2.684
2005 10 18 16 50 01    50745    83274.774        2.682
2005 10 18 16 50 02    50749    83284.960        2.680
2005 10 18 16 50 03    50752    83292.600        2.678
2005 10 18 16 50 04    50754    83297.694        2.676
2005 10 18 16 50 05    50754    83297.694        2.676
2005 10 18 16 50 06    50753    83295.147        2.677
2005 10 18 16 50 07    50752    83292.600        2.678
2005 10 18 16 50 08    50752    83292.600        2.678
2005 10 18 16 50 09    50742    83267.135        2.684
2005 10 18 16 50 10    50715    83198.418        2.701
2005 10 18 16 50 11    50687    83127.212        2.719
2005 10 18 16 50 12    50672    83089.090        2.728
2005 10 18 16 50 13    50667    83076.387        2.731
2005 10 18 16 50 14    50668    83078.927        2.731
2005 10 18 16 50 15    50668    83078.927        2.731
2005 10 18 16 50 16    50667    83076.387        2.731
2005 10 18 16 50 17    50667    83076.387        2.731
2005 10 18 16 50 18    50666    83073.846        2.732
2005 10 18 16 50 19    50665    83071.306        2.732
2005 10 18 16 50 20    50668    83078.927        2.731
2005 10 18 16 50 21    50669    83081.468        2.730
2005 10 18 16 50 22    50660    83058.605        2.736
2005 10 18 16 50 23    50650    83033.209        2.742
2005 10 18 16 50 24    50646    83023.052        2.744
2005 10 18 16 50 25    50646    83023.052        2.744
2005 10 18 16 50 26    50646    83023.052        2.744
2005 10 18 16 50 27    50645    83020.513        2.745
2005 10 18 16 50 28    50645    83020.513        2.745
2005 10 18 16 50 29    50644    83017.974        2.746
2005 10 18 16 50 30    50642    83012.897        2.747
2005 10 18 16 50 31    50643    83015.436        2.746
2005 10 18 16 50 32    50648    83028.130        2.743
2005 10 18 16 50 33    50648    83028.130        2.743
2005 10 18 16 50 34    50636    82997.666        2.751
2005 10 18 16 50 35    50615    82944.380        2.764
2005 10 18 16 50 36    50599    82903.803        2.774
2005 10 18 16 50 37    50595    82893.661        2.776
2005 10 18 16 50 38    50596    82896.196        2.776
2005 10 18 16 50 39    50599    82903.803        2.774
2005 10 18 16 50 40    50599    82903.803        2.774
2005 10 18 16 50 41    50599    82903.803        2.774
2005 10 18 16 50 42    50598    82901.267        2.775
2005 10 18 16 50 43    50599    82903.803        2.774
2005 10 18 16 50 44    50604    82916.481        2.771
2005 10 18 16 50 45    50610    82931.697        2.767
2005 10 18 16 50 46    50612    82936.770        2.766
2005 10 18 16 50 47    50602    82911.409        2.772
2005 10 18 16 50 48    50586    82870.847        2.782
2005 10 18 16 50 49    50576    82845.506        2.788
2005 10 18 16 50 50    50577    82848.040        2.788
2005 10 18 16 50 51    50584    82865.779        2.783
2005 10 18 16 50 52    50589    82878.451        2.780
2005 10 18 16 50 53    50593    82888.591        2.778
2005 10 18 16 50 54    50597    82898.732        2.775
2005 10 18 16 50 55    50605    82919.017        2.770
2005 10 18 16 50 56    50615    82944.380        2.764
2005 10 18 16 50 57    50622    82962.138        2.759
2005 10 18 16 50 58    50628    82977.363        2.756
2005 10 18 16 50 59    50635    82995.128        2.751
2005 10 18 16 51 00    50642    83012.897        2.747
2005 10 18 16 51 01    50650    83033.209        2.742
2005 10 18 16 51 02    50668    83078.927        2.731
2005 10 18 16 51 03    50713    83193.330        2.702
2005 10 18 16 51 04    50782    83369.038        2.659
2005 10 18 16 51 05    50865    83580.869        2.607
2005 10 18 16 51 06    50968    83844.460        2.542
2005 10 18 16 51 07    51057    84072.864        2.486
2005 10 18 16 51 08    51129    84258.079        2.441
2005 10 18 16 51 09    51176    84379.194        2.412
2005 10 18 16 51 10    51207    84459.170        2.392
2005 10 18 16 51 11    51225    84505.641        2.381
2005 10 18 16 51 12    51237    84536.636        2.373
2005 10 18 16 51 13    51253    84577.979        2.363
2005 10 18 16 51 14    51285    84660.724        2.343
2005 10 18 16 51 15    51339    84800.532        2.309
2005 10 18 16 51 16    51406    84974.308        2.267
2005 10 18 16 51 17    51470    85140.625        2.227
2005 10 18 16 51 18    51518    85265.568        2.197
2005 10 18 16 51 19    51546    85338.534        2.180
2005 10 18 16 51 20    51550    85348.963        2.177
2005 10 18 16 51 21    51537    85315.074        2.185
2005 10 18 16 51 22    51517    85262.964        2.198
2005 10 18 16 51 23    51514    85255.150        2.200
2005 10 18 16 51 24    51533    85304.650        2.188
2005 10 18 16 51 25    51566    85390.689        2.167
2005 10 18 16 51 26    51600    85479.424        2.146
2005 10 18 16 51 27    51610    85505.540        2.140
2005 10 18 16 51 28    51605    85492.481        2.143
2005 10 18 16 51 29    51577    85419.388        2.160
2005 10 18 16 51 30    51513    85252.545        2.200
2005 10 18 16 51 31    51433    85044.435        2.251
2005 10 18 16 51 32    51351    84831.631        2.302
2005 10 18 16 51 33    51264    84606.414        2.356
2005 10 18 16 51 34    51169    84361.145        2.416
2005 10 18 16 51 35    51057    84072.864        2.486
2005 10 18 16 51 36    50933    83754.801        2.564
2005 10 18 16 51 37    50815    83453.199        2.638
2005 10 18 16 51 38    50699    83157.722        2.711
2005 10 18 16 51 39    50593    82888.591        2.778
2005 10 18 16 51 40    50507    82670.850        2.832
2005 10 18 16 51 41    50429    82473.835        2.881
2005 10 18 16 51 42    50363    82307.480        2.922
2005 10 18 16 51 43    50306    82164.065        2.958
2005 10 18 16 51 44    50258    82043.479        2.989
2005 10 18 16 51 45    50224    81958.166        3.010
2005 10 18 16 51 46    50183    81855.400        3.036
2005 10 18 16 51 47    50130    81722.736        3.069
2005 10 18 16 51 48    50075    81585.282        3.104
2005 10 18 16 51 49    50035    81485.453        3.129
2005 10 18 16 51 50    50019    81445.553        3.139
2005 10 18 16 51 51    50042    81502.915        3.125
2005 10 18 16 51 52    50096    81637.739        3.091
2005 10 18 16 51 53    50173    81830.353        3.042
2005 10 18 16 51 54    50265    82061.054        2.984
2005 10 18 16 51 55    50370    82325.108        2.918
2005 10 18 16 51 56    50479    82600.075        2.849
2005 10 18 16 51 57    50574    82840.438        2.790
2005 10 18 16 51 58    50655    83045.906        2.739
2005 10 18 16 51 59    50718    83206.050        2.699
2005 10 18 16 52 00    50757    83305.335        2.675
2005 10 18 16 52 01    50782    83369.038        2.659
2005 10 18 16 52 02    50790    83389.433        2.654
2005 10 18 16 52 03    50779    83361.392        2.661
2005 10 18 16 52 04    50804    83425.136        2.645
2005 10 18 16 52 05    50866    83583.424        2.606
2005 10 18 16 52 06    50945    83785.530        2.557
2005 10 18 16 52 07    51024    83988.105        2.507
2005 10 18 16 52 08    51096    84173.140        2.462
2005 10 18 16 52 09    51157    84330.212        2.424
2005 10 18 16 52 10    51203    84448.847        2.395
2005 10 18 16 52 11    51235    84531.469        2.375
2005 10 18 16 52 12    51258    84590.903        2.360
2005 10 18 16 52 13    51270    84621.928        2.353
2005 10 18 16 52 14    51279    84645.203        2.347
2005 10 18 16 52 15    51283    84655.550        2.345
2005 10 18 16 52 16    51281    84650.376        2.346
2005 10 18 16 52 17    51280    84647.790        2.346
2005 10 18 16 52 18    51278    84642.617        2.348
2005 10 18 16 52 19    51275    84634.858        2.350
2005 10 18 16 52 20    51270    84621.928        2.353
2005 10 18 16 52 21    51266    84611.585        2.355
2005 10 18 16 52 22    51266    84611.585        2.355
2005 10 18 16 52 23    51265    84608.999        2.356
2005 10 18 16 52 24    51265    84608.999        2.356
2005 10 18 16 52 25    51262    84601.243        2.358
2005 10 18 16 52 26    51254    84580.564        2.363
2005 10 18 16 52 27    51244    84554.721        2.369
2005 10 18 16 52 28    51229    84515.972        2.378
2005 10 18 16 52 29    51213    84474.658        2.388
2005 10 18 16 52 30    51200    84441.105        2.397
2005 10 18 16 52 31    51190    84415.303        2.403
2005 10 18 16 52 32    51187    84407.564        2.405
2005 10 18 16 52 33    51185    84402.405        2.406
2005 10 18 16 52 34    51183    84397.247        2.407
2005 10 18 16 52 35    51183    84397.247        2.407
2005 10 18 16 52 36    51179    84386.930        2.410
2005 10 18 16 52 37    51172    84368.880        2.414
2005 10 18 16 52 38    51159    84335.367        2.422
2005 10 18 16 52 39    51150    84312.173        2.428
2005 10 18 16 52 40    51146    84301.867        2.430
2005 10 18 16 52 41    51148    84307.020        2.429
2005 10 18 16 52 42    51153    84319.904        2.426
2005 10 18 16 52 43    51154    84322.481        2.425
2005 10 18 16 52 44    51151    84314.750        2.427
2005 10 18 16 52 45    51147    84304.443        2.430
2005 10 18 16 52 46    51138    84281.258        2.435
2005 10 18 16 52 47    51127    84252.928        2.442
2005 10 18 16 52 48    51111    84211.738        2.452
2005 10 18 16 52 49    51092    84162.850        2.464
2005 10 18 16 52 50    51076    84121.702        2.474
2005 10 18 16 52 51    51062    84085.714        2.483
2005 10 18 16 52 52    51056    84070.295        2.487
2005 10 18 16 52 53    51052    84060.017        2.489
2005 10 18 16 52 54    51050    84054.878        2.491
2005 10 18 16 52 55    51049    84052.309        2.491
2005 10 18 16 52 56    51046    84044.602        2.493
2005 10 18 16 52 57    51042    84034.327        2.496
2005 10 18 16 52 58    51035    84016.349        2.500
2005 10 18 16 52 59    51023    83985.538        2.508
2005 10 18 16 53 00    51009    83949.606        2.516
2005 10 18 16 53 01    50992    83905.993        2.527
2005 10 18 16 53 02    50986    83890.606        2.531
2005 10 18 16 53 03    50985    83888.041        2.531
2005 10 18 16 53 04    50991    83903.428        2.528
2005 10 18 16 53 05    50994    83911.123        2.526
2005 10 18 16 53 06    50991    83903.428        2.528
2005 10 18 16 53 07    50987    83893.170        2.530
2005 10 18 16 53 08    50980    83875.221        2.535
2005 10 18 16 53 09    50974    83859.839        2.538
2005 10 18 16 53 10    50967    83841.897        2.543
2005 10 18 16 53 11    50955    83811.147        2.550
2005 10 18 16 53 12    50943    83780.408        2.558
2005 10 18 16 53 13    50927    83739.440        2.568
2005 10 18 16 53 14    50909    83693.373        2.579
2005 10 18 16 53 15    50890    83644.774        2.591
2005 10 18 16 53 16    50872    83598.758        2.602
2005 10 18 16 53 17    50860    83568.093        2.610
2005 10 18 16 53 18    50856    83557.874        2.612
2005 10 18 16 53 19    50858    83562.984        2.611
2005 10 18 16 53 20    50861    83570.648        2.609
2005 10 18 16 53 21    50866    83583.424        2.606
2005 10 18 16 53 22    50868    83588.535        2.605
2005 10 18 16 53 23    50867    83585.980        2.606
2005 10 18 16 53 24    50864    83578.314        2.607
2005 10 18 16 53 25    50855    83555.320        2.613
2005 10 18 16 53 26    50843    83524.671        2.621
2005 10 18 16 53 27    50824    83476.165        2.633
2005 10 18 16 53 28    50805    83427.687        2.644
2005 10 18 16 53 29    50785    83376.686        2.657
2005 10 18 16 53 30    50766    83328.263        2.669
2005 10 18 16 53 31    50747    83279.866        2.681
2005 10 18 16 53 32    50729    83234.042        2.692
2005 10 18 16 53 33    50715    83198.418        2.701
2005 10 18 16 53 34    50700    83160.265        2.710
2005 10 18 16 53 35    50686    83124.670        2.719
2005 10 18 16 53 36    50673    83091.631        2.727
2005 10 18 16 53 37    50659    83056.065        2.736
2005 10 18 16 53 38    50648    83028.130        2.743
2005 10 18 16 53 39    50636    82997.666        2.751
2005 10 18 16 53 40    50627    82974.825        2.756
2005 10 18 16 53 41    50619    82954.527        2.761
2005 10 18 16 53 42    50610    82931.697        2.767
2005 10 18 16 53 43    50602    82911.409        2.772
2005 10 18 16 53 44    50591    82883.521        2.779
2005 10 18 16 53 45    50581    82858.176        2.785
2005 10 18 16 53 46    50567    82822.705        2.794
2005 10 18 16 53 47    50552    82784.716        2.803
2005 10 18 16 53 48    50534    82739.152        2.815
2005 10 18 16 53 49    50516    82693.611        2.826
2005 10 18 16 53 50    50499    82650.623        2.837
2005 10 18 16 53 51    50480    82602.602        2.849
2005 10 18 16 53 52    50469    82574.813        2.856
2005 10 18 16 53 53    50458    82547.032        2.863
2005 10 18 16 53 54    50452    82531.883        2.866
2005 10 18 16 53 55    50442    82506.640        2.873
2005 10 18 16 53 56    50431    82478.882        2.880
2005 10 18 16 53 57    50416    82441.043        2.889
2005 10 18 16 53 58    50396    82390.618        2.902
2005 10 18 16 53 59    50378    82345.260        2.913
2005 10 18 16 54 00    50358    82294.890        2.926
2005 10 18 16 54 01    50341    82252.099        2.936
2005 10 18 16 54 02    50326    82214.359        2.946
2005 10 18 16 54 03    50310    82174.122        2.956
2005 10 18 16 54 04    50295    82136.416        2.965
2005 10 18 16 54 05    50276    82088.679        2.977
2005 10 18 16 54 06    50258    82043.479        2.989
2005 10 18 16 54 07    50238    81993.285        3.001
2005 10 18 16 54 08    50225    81960.674        3.009
2005 10 18 16 54 09    50216    81938.104        3.015
2005 10 18 16 54 10    50209    81920.554        3.019
2005 10 18 16 54 11    50200    81897.995        3.025
2005 10 18 16 54 12    50187    81865.420        3.033
2005 10 18 16 54 13    50175    81835.362        3.041
2005 10 18 16 54 14    50164    81807.818        3.048
2005 10 18 16 54 15    50153    81780.282        3.055
2005 10 18 16 54 16    50139    81745.250        3.064
2005 10 18 16 54 17    50126    81712.732        3.072
2005 10 18 16 54 18    50119    81695.228        3.076
2005 10 18 16 54 19    50117    81690.227        3.077
2005 10 18 16 54 20    50113    81680.227        3.080
2005 10 18 16 54 21    50101    81650.233        3.087
2005 10 18 16 54 22    50082    81602.764        3.099
2005 10 18 16 54 23    50062    81552.825        3.112
2005 10 18 16 54 24    50047    81515.389        3.122
2005 10 18 16 54 25    50039    81495.431        3.127
2005 10 18 16 54 26    50036    81487.947        3.128
2005 10 18 16 54 27    50033    81480.464        3.130
2005 10 18 16 54 28    50023    81455.527        3.137
2005 10 18 16 54 29    50004    81408.164        3.149
2005 10 18 16 54 30    49982    81353.357        3.163
2005 10 18 16 54 31    49965    81311.029        3.173
2005 10 18 16 54 32    49954    81283.652        3.180
2005 10 18 16 54 33    49948    81268.722        3.184
2005 10 18 16 54 34    49936    81238.871        3.192
2005 10 18 16 54 35    49917    81191.628        3.204
2005 10 18 16 54 36    49894    81134.474        3.218
2005 10 18 16 54 37    49869    81072.393        3.234
2005 10 18 16 54 38    49847    81017.798        3.248
2005 10 18 16 54 39    49828    80970.676        3.260
2005 10 18 16 54 40    49818    80945.886        3.266
2005 10 18 16 54 41    49814    80935.971        3.269
2005 10 18 16 54 42    49812    80931.015        3.270
2005 10 18 16 54 43    49805    80913.668        3.274
2005 10 18 16 54 44    49793    80883.940        3.282
2005 10 18 16 54 45    49775    80839.367        3.293
2005 10 18 16 54 46    49754    80787.395        3.306
2005 10 18 16 54 47    49738    80747.818        3.317
2005 10 18 16 54 48    49724    80713.203        3.325
2005 10 18 16 54 49    49718    80698.372        3.329
2005 10 18 16 54 50    49711    80681.073        3.334
2005 10 18 16 54 51    49701    80656.365        3.340
2005 10 18 16 54 52    49690    80629.196        3.347
2005 10 18 16 54 53    49678    80599.566        3.354
2005 10 18 16 54 54    49667    80572.414        3.361
2005 10 18 16 54 55    49654    80540.337        3.370
2005 10 18 16 54 56    49647    80523.069        3.374
2005 10 18 16 54 57    49644    80515.670        3.376
2005 10 18 16 54 58    49641    80508.272        3.378
2005 10 18 16 54 59    49631    80483.614        3.384
2005 10 18 16 55 00    49614    80441.713        3.395
2005 10 18 16 55 01    49591    80385.055        3.409
2005 10 18 16 55 02    49567    80325.974        3.425
2005 10 18 16 55 03    49548    80279.230        3.437
2005 10 18 16 55 04    49538    80254.639        3.443
2005 10 18 16 55 05    49538    80254.639        3.443
2005 10 18 16 55 06    49539    80257.098        3.442
2005 10 18 16 55 07    49537    80252.180        3.444
2005 10 18 16 55 08    49525    80222.680        3.451
2005 10 18 16 55 09    49507    80178.450        3.463
2005 10 18 16 55 10    49485    80124.421        3.476
2005 10 18 16 55 11    49466    80077.787        3.488
2005 10 18 16 55 12    49443    80021.370        3.503
2005 10 18 16 55 13    49419    79962.539        3.518
2005 10 18 16 55 14    49394    79901.301        3.534
2005 10 18 16 55 15    49369    79840.106        3.550
2005 10 18 16 55 16    49351    79796.073        3.561
2005 10 18 16 55 17    49334    79754.507        3.572
2005 10 18 16 55 18    49324    79730.065        3.578
2005 10 18 16 55 19    49314    79705.631        3.585
2005 10 18 16 55 20    49304    79681.204        3.591
2005 10 18 16 55 21    49293    79654.342        3.598
2005 10 18 16 55 22    49276    79612.845        3.609
2005 10 18 16 55 23    49257    79566.490        3.621
2005 10 18 16 55 24    49233    79507.972        3.636
2005 10 18 16 55 25    49209    79449.494        3.651
2005 10 18 16 55 26    49182    79383.754        3.668
2005 10 18 16 55 27    49162    79335.091        3.681
2005 10 18 16 55 28    49148    79301.043        3.690
2005 10 18 16 55 29    49146    79296.180        3.691
2005 10 18 16 55 30    49150    79305.906        3.689
2005 10 18 16 55 31    49152    79310.770        3.687
2005 10 18 16 55 32    49150    79305.906        3.689
2005 10 18 16 55 33    49142    79286.456        3.694
2005 10 18 16 55 34    49130    79257.288        3.701
2005 10 18 16 55 35    49114    79218.412        3.711
2005 10 18 16 55 36    49097    79177.127        3.722
2005 10 18 16 55 37    49071    79114.024        3.739
2005 10 18 16 55 38    49042    79043.694        3.757
2005 10 18 16 55 39    49013    78973.423        3.775
2005 10 18 16 55 40    48984    78903.209        3.794
2005 10 18 16 55 41    48958    78840.309        3.810
2005 10 18 16 55 42    48940    78796.789        3.822
2005 10 18 16 55 43    48934    78782.288        3.825
2005 10 18 16 55 44    48933    78779.871        3.826
2005 10 18 16 55 45    48933    78779.871        3.826
2005 10 18 16 55 46    48923    78755.708        3.832
2005 10 18 16 55 47    48907    78717.062        3.843
2005 10 18 16 55 48    48885    78663.952        3.857
2005 10 18 16 55 49    48866    78618.111        3.869
2005 10 18 16 55 50    48846    78569.884        3.881
2005 10 18 16 55 51    48826    78521.685        3.894
2005 10 18 16 55 52    48806    78473.512        3.907
2005 10 18 16 55 53    48785    78422.961        3.920
2005 10 18 16 55 54    48767    78379.656        3.931
2005 10 18 16 55 55    48747    78331.564        3.944
2005 10 18 16 55 56    48729    78288.305        3.956
2005 10 18 16 55 57    48714    78252.273        3.965
2005 10 18 16 55 58    48697    78211.455        3.976
2005 10 18 16 55 59    48680    78170.657        3.987
2005 10 18 16 56 00    48666    78137.073        3.996
2005 10 18 16 56 01    48655    78110.695        4.003
2005 10 18 16 56 02    48647    78091.516        4.008
2005 10 18 16 56 03    48639    78072.342        4.013
2005 10 18 16 56 04    48628    78045.984        4.020
2005 10 18 16 56 05    48612    78007.660        4.030
2005 10 18 16 56 06    48589    77952.600        4.045
2005 10 18 16 56 07    48571    77909.535        4.056
2005 10 18 16 56 08    48559    77880.837        4.064
2005 10 18 16 56 09    48558    77878.446        4.064
2005 10 18 16 56 10    48557    77876.055        4.065
2005 10 18 16 56 11    48553    77866.491        4.067
2005 10 18 16 56 12    48542    77840.198        4.074
2005 10 18 16 56 13    48531    77813.912        4.081
2005 10 18 16 56 14    48519    77785.247        4.089
