######################################################################
#
# LoggerIdentifier    : 1858001C
# Comment             : 
# StartBatteryVoltage :      2953 mV
# EndBatteryVoltage   :      2933 mV
# TotalSampleCount    :    266826
# ResistanceOffset    :     11899.26821
# ResistanceScale     :     90961.56387
# TemperatureOffset   :         0.0009397284
# TemperatureLinear   :         0.0002205166
# TemperatureCubic    :         0.0000001287
#
######################################################################
yyyy mm dd HH MM SS      Raw     Res[Ohm]   Temp[degC]
2005 10 18 17 08 23    35326    51233.189       12.956
2005 10 18 17 08 24    35323    51228.102       12.958
2005 10 18 17 08 25    35320    51223.015       12.960
2005 10 18 17 08 26    35317    51217.928       12.962
2005 10 18 17 08 27    35314    51212.841       12.964
2005 10 18 17 08 28    35307    51200.974       12.969
2005 10 18 17 08 29    35305    51197.584       12.971
2005 10 18 17 08 30    35305    51197.584       12.971
2005 10 18 17 08 31    35302    51192.499       12.973
2005 10 18 17 08 32    35297    51184.025       12.977
2005 10 18 17 08 33    35293    51177.246       12.980
2005 10 18 17 08 34    35291    51173.857       12.981
2005 10 18 17 08 35    35289    51170.468       12.982
2005 10 18 17 08 36    35288    51168.774       12.983
2005 10 18 17 08 37    35287    51167.080       12.984
2005 10 18 17 08 38    35286    51165.385       12.985
2005 10 18 17 08 39    35285    51163.691       12.985
2005 10 18 17 08 40    35283    51160.303       12.987
2005 10 18 17 08 41    35282    51158.608       12.987
2005 10 18 17 08 42    35280    51155.220       12.989
2005 10 18 17 08 43    35280    51155.220       12.989
2005 10 18 17 08 44    35278    51151.832       12.990
2005 10 18 17 08 45    35276    51148.444       12.992
2005 10 18 17 08 46    35273    51143.363       12.994
2005 10 18 17 08 47    35271    51139.975       12.995
2005 10 18 17 08 48    35270    51138.282       12.996
2005 10 18 17 08 49    35269    51136.588       12.997
2005 10 18 17 08 50    35268    51134.895       12.998
2005 10 18 17 08 51    35267    51133.201       12.998
2005 10 18 17 08 52    35263    51126.427       13.001
2005 10 18 17 08 53    35259    51119.654       13.004
2005 10 18 17 08 54    35257    51116.268       13.006
2005 10 18 17 08 55    35255    51112.882       13.007
2005 10 18 17 08 56    35253    51109.496       13.008
2005 10 18 17 08 57    35251    51106.110       13.010
2005 10 18 17 08 58    35242    51090.876       13.016
2005 10 18 17 08 59    35214    51043.501       13.037
2005 10 18 17 09 00    35185    50994.468       13.057
2005 10 18 17 09 01    35159    50950.535       13.076
2005 10 18 17 09 02    34780    50313.214       13.351
2005 10 18 17 09 03    34048    49098.357       13.885
2005 10 18 17 09 04    33231    47766.870       14.487
2005 10 18 17 09 05    32444    46507.996       15.075
2005 10 18 17 09 06    31662    45279.548       15.665
2005 10 18 17 09 07    30693    43787.464       16.407
2005 10 18 17 09 08    29546    42062.992       17.301
2005 10 18 17 09 09    28402    40386.441       18.210
2005 10 18 17 09 10    26972    38349.258       19.373
2005 10 18 17 09 11    24890    35493.720       21.127
2005 10 18 17 09 12    23709    33929.301       22.156
2005 10 18 17 09 13    23167    33224.223       22.637
2005 10 18 17 09 14    22899    32878.520       22.878
2005 10 18 17 09 15    22770    32712.803       22.994
2005 10 18 17 09 16    22707    32632.033       23.051
2005 10 18 17 09 17    22532    32408.223       23.209
2005 10 18 17 09 18    22170    31947.821       23.539
2005 10 18 17 09 19    22031    31771.948       23.666
2005 10 18 17 09 20    21669    31316.273       24.000
2005 10 18 17 09 21    21125    30637.830       24.507
2005 10 18 17 09 22    20789    30222.539       24.824
2005 10 18 17 09 23    20765    30192.984       24.847
2005 10 18 17 09 24    20878    30332.266       24.740
2005 10 18 17 09 25    21025    30513.934       24.601
2005 10 18 17 09 26    21192    30720.981       24.444
2005 10 18 17 09 27    21327    30888.871       24.318
2005 10 18 17 09 28    21371    30943.691       24.277
2005 10 18 17 09 29    21277    30826.636       24.365
2005 10 18 17 09 30    21121    30632.869       24.511
2005 10 18 17 09 31    20992    30473.104       24.632
2005 10 18 17 09 32    20861    30311.291       24.756
2005 10 18 17 09 33    20607    29998.773       24.997
2005 10 18 17 09 34    20193    29492.830       25.392
2005 10 18 17 09 35    19687    28880.174       25.882
2005 10 18 17 09 36    19200    28296.380       26.360
2005 10 18 17 09 37    18863    27895.717       26.694
2005 10 18 17 09 38    18520    27490.677       27.038
2005 10 18 17 09 39    18121    27022.967       27.442
2005 10 18 17 09 40    17705    26539.246       27.868
2005 10 18 17 09 41    17285    26054.881       28.303
2005 10 18 17 09 42    16918    25634.896       28.688
2005 10 18 17 09 43    16610    25284.749       29.015
2005 10 18 17 09 44    16366    25008.849       29.275
2005 10 18 17 09 45    16312    24947.966       29.333
2005 10 18 17 09 46    16439    25091.255       29.197
2005 10 18 17 09 47    16658    25339.179       28.963
2005 10 18 17 09 48    16832    25536.916       28.779
2005 10 18 17 09 49    17037    25770.746       28.563
2005 10 18 17 09 50    17328    26104.287       28.258
2005 10 18 17 09 51    17673    26502.201       27.901
2005 10 18 17 09 52    18036    26923.806       27.528
2005 10 18 17 09 53    18404    27354.319       27.155
2005 10 18 17 09 54    18771    27786.805       26.786
2005 10 18 17 09 55    19115    28195.068       26.444
2005 10 18 17 09 56    19348    28473.193       26.214
2005 10 18 17 09 57    19488    28640.932       26.077
2005 10 18 17 09 58    19542    28705.758       26.024
2005 10 18 17 09 59    19382    28513.886       26.181
2005 10 18 17 10 00    19161    28249.874       26.398
2005 10 18 17 10 01    18867    27900.457       26.690
2005 10 18 17 10 02    18593    27576.649       26.964
2005 10 18 17 10 03    18246    27169.094       27.315
2005 10 18 17 10 04    17735    26573.997       27.837
2005 10 18 17 10 05    17231    25992.895       28.359
2005 10 18 17 10 06    16972    25696.503       28.631
2005 10 18 17 10 07    16870    25580.189       28.739
2005 10 18 17 10 08    16875    25585.885       28.733
2005 10 18 17 10 09    17040    25774.175       28.560
2005 10 18 17 10 10    17224    25984.865       28.367
2005 10 18 17 10 11    17359    26139.931       28.226
2005 10 18 17 10 12    17313    26087.048       28.274
2005 10 18 17 10 13    17041    25775.318       28.559
2005 10 18 17 10 14    16734    25425.464       28.883
2005 10 18 17 10 15    16674    25357.333       28.946
2005 10 18 17 10 16    16813    25515.291       28.799
2005 10 18 17 10 17    16897    25610.955       28.710
2005 10 18 17 10 18    16918    25634.896       28.688
2005 10 18 17 10 19    16914    25630.335       28.692
2005 10 18 17 10 20    16816    25518.705       28.796
2005 10 18 17 10 21    16034    24635.540       29.634
2005 10 18 17 10 22    15463    23999.085       30.258
2005 10 18 17 10 23    14669    23125.627       31.147
2005 10 18 17 10 24    13552    21919.078       32.439
2005 10 18 17 10 25    12450    20753.482       33.766
2005 10 18 17 10 26    11343    19606.584       35.156
2005 10 18 17 10 27    10588    18837.786       36.141
2005 10 18 17 10 28     9937    18183.421       37.015
2005 10 18 17 10 29     9050    17304.288       38.248
2005 10 18 17 10 30     8573    16837.350       38.931
2005 10 18 17 10 31     8449    16716.624       39.112
2005 10 18 17 10 32     8494    16760.405       39.046
2005 10 18 17 10 33     8558    16822.731       38.953
2005 10 18 17 10 34     8607    16870.499       38.882
2005 10 18 17 10 35     8663    16925.143       38.801
2005 10 18 17 10 36     8719    16979.842       38.721
2005 10 18 17 10 37     8731    16991.570       38.703
2005 10 18 17 10 38     8792    17051.229       38.616
2005 10 18 17 10 39     8874    17131.531       38.498
2005 10 18 17 10 40     9007    17262.030       38.309
2005 10 18 17 10 41     9140    17392.844       38.120
2005 10 18 17 10 42     9225    17476.613       38.001
2005 10 18 17 10 43     9195    17447.033       38.043
2005 10 18 17 10 44     9071    17324.938       38.218
2005 10 18 17 10 45     8515    16780.848       39.016
2005 10 18 17 10 46     7542    15841.731       40.464
2005 10 18 17 10 47     6856    15189.400       41.528
2005 10 18 17 10 48     6497    14851.185       42.100
2005 10 18 17 10 49     6326    14690.843       42.377
2005 10 18 17 10 50     6262    14630.956       42.481
2005 10 18 17 10 51     6260    14629.086       42.484
2005 10 18 17 10 52     6295    14661.827       42.427
2005 10 18 17 10 53     6337    14701.143       42.359
2005 10 18 17 10 54     6267    14635.633       42.473
2005 10 18 17 10 55     6214    14586.086       42.560
2005 10 18 17 10 56     6213    14585.152       42.561
2005 10 18 17 10 57     6268    14636.568       42.471
2005 10 18 17 10 58     6345    14708.635       42.346
2005 10 18 17 10 59     6443    14800.498       42.188
2005 10 18 17 11 00     6556    14906.621       42.006
2005 10 18 17 11 01     6676    15019.552       41.814
2005 10 18 17 11 02     6799    15135.555       41.618
2005 10 18 17 11 03     6927    15256.545       41.416
2005 10 18 17 11 04     7061    15383.502       41.206
2005 10 18 17 11 05     7199    15514.566       40.991
2005 10 18 17 11 06     7339    15647.860       40.775
2005 10 18 17 11 07     7481    15783.400       40.557
2005 10 18 17 11 08     7612    15908.746       40.357
2005 10 18 17 11 09     7734    16025.746       40.172
2005 10 18 17 11 10     7855    16142.040       39.990
2005 10 18 17 11 11     7968    16250.874       39.821
2005 10 18 17 11 12     8060    16339.645       39.684
2005 10 18 17 11 13     8148    16424.694       39.554
2005 10 18 17 11 14     8238    16511.816       39.421
2005 10 18 17 11 15     8319    16590.347       39.302
2005 10 18 17 11 16     8390    16659.277       39.198
2005 10 18 17 11 17     8451    16718.569       39.109
2005 10 18 17 11 18     8509    16775.006       39.024
2005 10 18 17 11 19     8566    16830.527       38.942
2005 10 18 17 11 20     8627    16890.008       38.853
2005 10 18 17 11 21     8692    16953.462       38.759
2005 10 18 17 11 22     8758    17017.969       38.664
2005 10 18 17 11 23     8826    17084.510       38.567
2005 10 18 17 11 24     8887    17144.272       38.480
2005 10 18 17 11 25     8938    17194.288       38.407
2005 10 18 17 11 26     8981    17236.494       38.346
2005 10 18 17 11 27     9018    17272.837       38.293
2005 10 18 17 11 28     9054    17308.221       38.242
2005 10 18 17 11 29     9088    17341.661       38.194
2005 10 18 17 11 30     9125    17378.075       38.142
2005 10 18 17 11 31     9162    17414.513       38.089
2005 10 18 17 11 32     9198    17449.990       38.039
2005 10 18 17 11 33     9235    17486.477       37.987
2005 10 18 17 11 34     9269    17520.027       37.939
2005 10 18 17 11 35     9306    17556.560       37.887
2005 10 18 17 11 36     9352    17602.015       37.823
2005 10 18 17 11 37     9405    17654.434       37.749
2005 10 18 17 11 38     9466    17714.828       37.664
2005 10 18 17 11 39     9525    17773.306       37.582
2005 10 18 17 11 40     9586    17833.833       37.497
2005 10 18 17 11 41     9643    17890.451       37.418
2005 10 18 17 11 42     9697    17944.144       37.344
2005 10 18 17 11 43     9746    17992.911       37.277
2005 10 18 17 11 44     9790    18036.739       37.216
2005 10 18 17 11 45     9834    18080.602       37.156
2005 10 18 17 11 46     9875    18121.507       37.100
2005 10 18 17 11 47     9915    18161.443       37.045
2005 10 18 17 11 48     9954    18200.410       36.992
2005 10 18 17 11 49     9991    18237.403       36.942
2005 10 18 17 11 50    10027    18273.421       36.893
2005 10 18 17 11 51    10060    18306.458       36.848
2005 10 18 17 11 52    10092    18338.514       36.805
2005 10 18 17 11 53    10123    18369.585       36.763
2005 10 18 17 11 54    10158    18404.687       36.716
2005 10 18 17 11 55    10192    18438.808       36.670
2005 10 18 17 11 56    10222    18468.932       36.629
2005 10 18 17 11 57    10249    18496.058       36.593
2005 10 18 17 11 58    10274    18521.186       36.560
2005 10 18 17 11 59    10301    18548.338       36.523
2005 10 18 17 12 00    10330    18577.516       36.485
2005 10 18 17 12 01    10356    18603.689       36.450
2005 10 18 17 12 02    10379    18626.852       36.419
2005 10 18 17 12 03    10401    18649.017       36.390
2005 10 18 17 12 04    10424    18672.200       36.359
2005 10 18 17 12 05    10449    18697.409       36.326
2005 10 18 17 12 06    10474    18722.630       36.292
2005 10 18 17 12 07    10497    18745.844       36.262
2005 10 18 17 12 08    10520    18769.068       36.231
2005 10 18 17 12 09    10541    18790.280       36.203
2005 10 18 17 12 10    10561    18810.490       36.177
2005 10 18 17 12 11    10578    18827.675       36.154
2005 10 18 17 12 12    10595    18844.865       36.132
2005 10 18 17 12 13    10612    18862.060       36.109
2005 10 18 17 12 14    10630    18880.272       36.085
2005 10 18 17 12 15    10646    18896.466       36.064
2005 10 18 17 12 16    10661    18911.653       36.044
2005 10 18 17 12 17    10675    18925.830       36.026
2005 10 18 17 12 18    10690    18941.025       36.006
2005 10 18 17 12 19    10706    18957.237       35.985
2005 10 18 17 12 20    10721    18972.440       35.965
2005 10 18 17 12 21    10737    18988.661       35.944
2005 10 18 17 12 22    10753    19004.887       35.923
2005 10 18 17 12 23    10769    19021.118       35.902
2005 10 18 17 12 24    10786    19038.368       35.880
2005 10 18 17 12 25    10802    19054.609       35.859
2005 10 18 17 12 26    10818    19070.854       35.838
2005 10 18 17 12 27    10834    19087.105       35.817
2005 10 18 17 12 28    10850    19103.360       35.796
2005 10 18 17 12 29    10867    19120.636       35.774
2005 10 18 17 12 30    10883    19136.901       35.753
2005 10 18 17 12 31    10899    19153.171       35.732
2005 10 18 17 12 32    10916    19170.463       35.709
2005 10 18 17 12 33    10932    19186.742       35.689
2005 10 18 17 12 34    10950    19205.063       35.665
2005 10 18 17 12 35    10965    19220.335       35.646
2005 10 18 17 12 36    10982    19237.648       35.623
2005 10 18 17 12 37    10998    19253.947       35.603
2005 10 18 17 12 38    11016    19272.290       35.579
2005 10 18 17 12 39    11031    19287.580       35.560
2005 10 18 17 12 40    11048    19304.915       35.537
2005 10 18 17 12 41    11065    19322.254       35.515
2005 10 18 17 12 42    11082    19339.599       35.493
2005 10 18 17 12 43    11098    19355.929       35.473
2005 10 18 17 12 44    11114    19372.264       35.452
2005 10 18 17 12 45    11131    19389.624       35.430
2005 10 18 17 12 46    11147    19405.969       35.409
2005 10 18 17 12 47    11162    19421.296       35.390
2005 10 18 17 12 48    11178    19437.650       35.369
2005 10 18 17 12 49    11193    19452.987       35.350
2005 10 18 17 12 50    11208    19468.327       35.330
2005 10 18 17 12 51    11223    19483.672       35.311
2005 10 18 17 12 52    11239    19500.044       35.290
2005 10 18 17 12 53    11253    19514.374       35.272
2005 10 18 17 12 54    11268    19529.732       35.253
2005 10 18 17 12 55    11284    19546.118       35.232
2005 10 18 17 12 56    11299    19561.484       35.213
2005 10 18 17 12 57    11314    19576.855       35.194
2005 10 18 17 12 58    11328    19591.205       35.176
2005 10 18 17 12 59    11343    19606.584       35.156
2005 10 18 17 13 00    11357    19620.941       35.139
2005 10 18 17 13 01    11371    19635.303       35.121
2005 10 18 17 13 02    11385    19649.668       35.103
2005 10 18 17 13 03    11398    19663.010       35.086
2005 10 18 17 13 04    11411    19676.355       35.069
2005 10 18 17 13 05    11424    19689.704       35.053
2005 10 18 17 13 06    11436    19702.029       35.037
2005 10 18 17 13 07    11449    19715.384       35.021
2005 10 18 17 13 08    11462    19728.742       35.004
2005 10 18 17 13 09    11475    19742.103       34.987
2005 10 18 17 13 10    11487    19754.440       34.972
2005 10 18 17 13 11    11501    19768.836       34.954
2005 10 18 17 13 12    11513    19781.178       34.939
2005 10 18 17 13 13    11525    19793.523       34.924
2005 10 18 17 13 14    11538    19806.900       34.907
2005 10 18 17 13 15    11550    19819.251       34.892
2005 10 18 17 13 16    11562    19831.605       34.877
2005 10 18 17 13 17    11574    19843.961       34.861
2005 10 18 17 13 18    11587    19857.350       34.845
2005 10 18 17 13 19    11599    19869.712       34.830
2005 10 18 17 13 20    11612    19883.108       34.813
2005 10 18 17 13 21    11624    19895.476       34.798
2005 10 18 17 13 22    11637    19908.877       34.781
2005 10 18 17 13 23    11650    19922.282       34.765
2005 10 18 17 13 24    11662    19934.659       34.750
2005 10 18 17 13 25    11675    19948.070       34.733
2005 10 18 17 13 26    11687    19960.452       34.718
2005 10 18 17 13 27    11699    19972.837       34.703
2005 10 18 17 13 28    11712    19986.258       34.686
2005 10 18 17 13 29    11725    19999.681       34.670
2005 10 18 17 13 30    11738    20013.108       34.653
2005 10 18 17 13 31    11749    20024.472       34.639
2005 10 18 17 13 32    11758    20033.771       34.628
2005 10 18 17 13 33    11769    20045.139       34.614
2005 10 18 17 13 34    11780    20056.509       34.600
2005 10 18 17 13 35    11792    20068.916       34.585
2005 10 18 17 13 36    11804    20081.325       34.570
2005 10 18 17 13 37    11816    20093.737       34.555
2005 10 18 17 13 38    11828    20106.152       34.540
2005 10 18 17 13 39    11839    20117.535       34.526
2005 10 18 17 13 40    11851    20129.955       34.511
2005 10 18 17 13 41    11861    20140.308       34.498
2005 10 18 17 13 42    11873    20152.733       34.483
2005 10 18 17 13 43    11884    20164.125       34.469
2005 10 18 17 13 44    11895    20175.520       34.456
2005 10 18 17 13 45    11905    20185.881       34.443
2005 10 18 17 13 46    11917    20198.316       34.428
2005 10 18 17 13 47    11928    20209.718       34.414
2005 10 18 17 13 48    11940    20222.159       34.399
2005 10 18 17 13 49    11951    20233.565       34.385
2005 10 18 17 13 50    11961    20243.937       34.373
2005 10 18 17 13 51    11972    20255.348       34.359
2005 10 18 17 13 52    11983    20266.762       34.345
2005 10 18 17 13 53    11993    20277.139       34.333
2005 10 18 17 13 54    12002    20286.481       34.322
2005 10 18 17 13 55    12014    20298.939       34.307
2005 10 18 17 13 56    12024    20309.323       34.294
2005 10 18 17 13 57    12034    20319.709       34.282
2005 10 18 17 13 58    12044    20330.096       34.269
2005 10 18 17 13 59    12055    20341.525       34.255
2005 10 18 17 14 00    12065    20351.917       34.243
2005 10 18 17 14 01    12075    20362.311       34.230
2005 10 18 17 14 02    12085    20372.706       34.218
2005 10 18 17 14 03    12095    20383.104       34.205
2005 10 18 17 14 04    12106    20394.544       34.192
2005 10 18 17 14 05    12116    20404.945       34.179
2005 10 18 17 14 06    12127    20416.389       34.166
2005 10 18 17 14 07    12136    20425.755       34.154
2005 10 18 17 14 08    12146    20436.162       34.142
2005 10 18 17 14 09    12155    20445.531       34.131
2005 10 18 17 14 10    12165    20455.942       34.118
2005 10 18 17 14 11    12175    20466.355       34.106
2005 10 18 17 14 12    12185    20476.770       34.094
2005 10 18 17 14 13    12195    20487.187       34.081
2005 10 18 17 14 14    12204    20496.564       34.070
2005 10 18 17 14 15    12213    20505.943       34.059
2005 10 18 17 14 16    12223    20516.365       34.046
2005 10 18 17 14 17    12232    20525.747       34.035
2005 10 18 17 14 18    12242    20536.173       34.023
2005 10 18 17 14 19    12251    20545.559       34.012
2005 10 18 17 14 20    12261    20555.989       33.999
2005 10 18 17 14 21    12271    20566.420       33.987
2005 10 18 17 14 22    12280    20575.811       33.976
2005 10 18 17 14 23    12289    20585.203       33.965
2005 10 18 17 14 24    12299    20595.640       33.952
2005 10 18 17 14 25    12308    20605.035       33.941
2005 10 18 17 14 26    12317    20614.432       33.930
2005 10 18 17 14 27    12326    20623.831       33.919
2005 10 18 17 14 28    12335    20633.231       33.908
2005 10 18 17 14 29    12344    20642.632       33.897
2005 10 18 17 14 30    12353    20652.036       33.886
2005 10 18 17 14 31    12363    20662.485       33.873
2005 10 18 17 14 32    12373    20672.937       33.861
2005 10 18 17 14 33    12382    20682.346       33.850
2005 10 18 17 14 34    12391    20691.755       33.839
2005 10 18 17 14 35    12400    20701.167       33.828
2005 10 18 17 14 36    12409    20710.580       33.817
2005 10 18 17 14 37    12418    20719.995       33.805
2005 10 18 17 14 38    12428    20730.457       33.793
2005 10 18 17 14 39    12437    20739.875       33.782
2005 10 18 17 14 40    12446    20749.295       33.771
2005 10 18 17 14 41    12455    20758.716       33.760
2005 10 18 17 14 42    12464    20768.139       33.749
2005 10 18 17 14 43    12474    20778.610       33.737
2005 10 18 17 14 44    12482    20786.989       33.727
2005 10 18 17 14 45    12491    20796.417       33.716
2005 10 18 17 14 46    12500    20805.846       33.705
2005 10 18 17 14 47    12509    20815.276       33.694
2005 10 18 17 14 48    12518    20824.709       33.683
2005 10 18 17 14 49    12527    20834.143       33.672
2005 10 18 17 14 50    12535    20842.530       33.662
2005 10 18 17 14 51    12544    20851.967       33.651
2005 10 18 17 14 52    12553    20861.405       33.640
2005 10 18 17 14 53    12562    20870.845       33.629
2005 10 18 17 14 54    12570    20879.238       33.619
2005 10 18 17 14 55    12579    20888.681       33.608
2005 10 18 17 14 56    12587    20897.076       33.598
2005 10 18 17 14 57    12596    20906.522       33.587
2005 10 18 17 14 58    12606    20917.020       33.575
2005 10 18 17 14 59    12615    20926.469       33.564
2005 10 18 17 15 00    12625    20936.971       33.552
2005 10 18 17 15 01    12634    20946.423       33.541
2005 10 18 17 15 02    12643    20955.878       33.530
2005 10 18 17 15 03    12652    20965.334       33.519
2005 10 18 17 15 04    12661    20974.792       33.508
2005 10 18 17 15 05    12669    20983.200       33.498
2005 10 18 17 15 06    12678    20992.660       33.487
2005 10 18 17 15 07    12686    21001.071       33.477
2005 10 18 17 15 08    12695    21010.535       33.466
2005 10 18 17 15 09    12703    21018.949       33.457
2005 10 18 17 15 10    12712    21028.415       33.446
2005 10 18 17 15 11    12720    21036.831       33.436
2005 10 18 17 15 12    12729    21046.301       33.425
2005 10 18 17 15 13    12738    21055.773       33.414
2005 10 18 17 15 14    12746    21064.193       33.404
2005 10 18 17 15 15    12755    21073.667       33.393
2005 10 18 17 15 16    12764    21083.143       33.383
2005 10 18 17 15 17    12773    21092.621       33.372
2005 10 18 17 15 18    12782    21102.100       33.361
2005 10 18 17 15 19    12790    21110.527       33.351
2005 10 18 17 15 20    12798    21118.956       33.341
2005 10 18 17 15 21    12807    21128.439       33.330
2005 10 18 17 15 22    12814    21135.817       33.322
2005 10 18 17 15 23    12823    21145.303       33.311
2005 10 18 17 15 24    12831    21153.737       33.301
2005 10 18 17 15 25    12840    21163.227       33.290
2005 10 18 17 15 26    12847    21170.608       33.282
2005 10 18 17 15 27    12856    21180.101       33.271
2005 10 18 17 15 28    12863    21187.485       33.263
2005 10 18 17 15 29    12872    21196.980       33.252
2005 10 18 17 15 30    12879    21204.366       33.243
2005 10 18 17 15 31    12887    21212.809       33.233
2005 10 18 17 15 32    12896    21222.309       33.223
2005 10 18 17 15 33    12904    21230.754       33.213
2005 10 18 17 15 34    12912    21239.201       33.203
2005 10 18 17 15 35    12921    21248.705       33.192
2005 10 18 17 15 36    12929    21257.154       33.183
2005 10 18 17 15 37    12937    21265.605       33.173
2005 10 18 17 15 38    12947    21276.170       33.161
2005 10 18 17 15 39    12955    21284.623       33.151
2005 10 18 17 15 40    12964    21294.135       33.141
2005 10 18 17 15 41    12971    21301.534       33.132
2005 10 18 17 15 42    12980    21311.048       33.121
2005 10 18 17 15 43    12988    21319.507       33.112
2005 10 18 17 15 44    12996    21327.967       33.102
2005 10 18 17 15 45    13005    21337.486       33.091
2005 10 18 17 15 46    13012    21344.891       33.083
2005 10 18 17 15 47    13021    21354.413       33.072
2005 10 18 17 15 48    13028    21361.820       33.063
2005 10 18 17 15 49    13036    21370.286       33.054
2005 10 18 17 15 50    13044    21378.754       33.044
2005 10 18 17 15 51    13052    21387.223       33.035
2005 10 18 17 15 52    13060    21395.693       33.025
2005 10 18 17 15 53    13068    21404.165       33.015
2005 10 18 17 15 54    13077    21413.697       33.005
2005 10 18 17 15 55    13085    21422.171       32.995
2005 10 18 17 15 56    13093    21430.646       32.985
2005 10 18 17 15 57    13102    21440.183       32.975
2005 10 18 17 15 58    13111    21449.721       32.964
2005 10 18 17 15 59    13120    21459.261       32.953
2005 10 18 17 16 00    13127    21466.682       32.945
2005 10 18 17 16 01    13135    21475.164       32.935
2005 10 18 17 16 02    13144    21484.708       32.924
2005 10 18 17 16 03    13150    21491.071       32.917
2005 10 18 17 16 04    13158    21499.557       32.908
2005 10 18 17 16 05    13165    21506.984       32.899
2005 10 18 17 16 06    13173    21515.472       32.890
2005 10 18 17 16 07    13182    21525.023       32.879
2005 10 18 17 16 08    13190    21533.514       32.869
2005 10 18 17 16 09    13198    21542.006       32.860
2005 10 18 17 16 10    13205    21549.438       32.851
2005 10 18 17 16 11    13214    21558.994       32.841
2005 10 18 17 16 12    13222    21567.491       32.831
2005 10 18 17 16 13    13230    21575.988       32.821
2005 10 18 17 16 14    13238    21584.487       32.812
2005 10 18 17 16 15    13247    21594.049       32.801
2005 10 18 17 16 16    13254    21601.488       32.793
2005 10 18 17 16 17    13262    21609.991       32.783
2005 10 18 17 16 18    13269    21617.431       32.775
2005 10 18 17 16 19    13277    21625.936       32.765
2005 10 18 17 16 20    13285    21634.443       32.756
2005 10 18 17 16 21    13292    21641.887       32.748
2005 10 18 17 16 22    13300    21650.395       32.738
2005 10 18 17 16 23    13308    21658.905       32.728
2005 10 18 17 16 24    13315    21666.353       32.720
2005 10 18 17 16 25    13322    21673.801       32.712
2005 10 18 17 16 26    13331    21683.379       32.701
2005 10 18 17 16 27    13337    21689.765       32.694
2005 10 18 17 16 28    13345    21698.281       32.684
2005 10 18 17 16 29    13353    21706.798       32.675
2005 10 18 17 16 30    13360    21714.251       32.667
2005 10 18 17 16 31    13368    21722.771       32.657
2005 10 18 17 16 32    13375    21730.227       32.649
2005 10 18 17 16 33    13382    21737.683       32.641
2005 10 18 17 16 34    13390    21746.207       32.631
2005 10 18 17 16 35    13398    21754.731       32.622
2005 10 18 17 16 36    13405    21762.191       32.613
2005 10 18 17 16 37    13414    21771.784       32.603
2005 10 18 17 16 38    13422    21780.312       32.593
2005 10 18 17 16 39    13429    21787.775       32.585
2005 10 18 17 16 40    13437    21796.306       32.575
2005 10 18 17 16 41    13443    21802.705       32.568
2005 10 18 17 16 42    13451    21811.238       32.559
2005 10 18 17 16 43    13457    21817.639       32.552
2005 10 18 17 16 44    13464    21825.107       32.543
2005 10 18 17 16 45    13471    21832.576       32.535
2005 10 18 17 16 46    13478    21840.046       32.527
2005 10 18 17 16 47    13485    21847.518       32.518
2005 10 18 17 16 48    13492    21854.990       32.510
2005 10 18 17 16 49    13499    21862.463       32.502
2005 10 18 17 16 50    13507    21871.005       32.492
2005 10 18 17 16 51    13513    21877.412       32.485
2005 10 18 17 16 52    13521    21885.957       32.476
2005 10 18 17 16 53    13527    21892.366       32.469
2005 10 18 17 16 54    13535    21900.912       32.459
2005 10 18 17 16 55    13543    21909.460       32.450
2005 10 18 17 16 56    13550    21916.941       32.442
2005 10 18 17 16 57    13558    21925.491       32.432
2005 10 18 17 16 58    13565    21932.974       32.424
2005 10 18 17 16 59    13572    21940.457       32.416
2005 10 18 17 17 00    13580    21949.011       32.406
2005 10 18 17 17 01    13586    21955.427       32.399
2005 10 18 17 17 02    13593    21962.914       32.391
2005 10 18 17 17 03    13600    21970.401       32.383
2005 10 18 17 17 04    13606    21976.820       32.376
2005 10 18 17 17 05    13613    21984.309       32.367
2005 10 18 17 17 06    13619    21990.730       32.360
2005 10 18 17 17 07    13625    21997.151       32.353
2005 10 18 17 17 08    13632    22004.643       32.345
2005 10 18 17 17 09    13639    22012.136       32.337
2005 10 18 17 17 10    13646    22019.630       32.329
2005 10 18 17 17 11    13653    22027.125       32.320
2005 10 18 17 17 12    13659    22033.550       32.313
2005 10 18 17 17 13    13667    22042.118       32.304
2005 10 18 17 17 14    13673    22048.545       32.297
2005 10 18 17 17 15    13680    22056.044       32.289
2005 10 18 17 17 16    13686    22062.472       32.282
2005 10 18 17 17 17    13692    22068.901       32.275
2005 10 18 17 17 18    13699    22076.403       32.266
2005 10 18 17 17 19    13705    22082.834       32.259
2005 10 18 17 17 20    13711    22089.265       32.252
2005 10 18 17 17 21    13718    22096.769       32.244
2005 10 18 17 17 22    13724    22103.202       32.237
2005 10 18 17 17 23    13731    22110.708       32.229
2005 10 18 17 17 24    13738    22118.216       32.221
2005 10 18 17 17 25    13744    22124.651       32.214
2005 10 18 17 17 26    13750    22131.087       32.207
2005 10 18 17 17 27    13757    22138.597       32.198
2005 10 18 17 17 28    13764    22146.108       32.190
2005 10 18 17 17 29    13770    22152.547       32.183
2005 10 18 17 17 30    13777    22160.059       32.175
2005 10 18 17 17 31    13783    22166.500       32.168
2005 10 18 17 17 32    13790    22174.014       32.160
2005 10 18 17 17 33    13796    22180.456       32.153
