######################################################################
#
# LoggerIdentifier    : 1854540C
# Comment             : 
# PC Time             : 22 January 2015 , 13:51:59
# Logger Time         : 22 January 2015 , 13:51:56
# StartBatteryVoltage :      2889 mV
# EndBatteryVoltage   :      2890 mV
# TotalSampleCount    :     62143
# ResistanceOffset    :     11910.84759
# ResistanceScale     :     90885.03517
# TemperatureOffset   :         0.0010743547
# TemperatureLinear   :         0.0002113377
# TemperatureCubic    :         0.0000000922
#
######################################################################
yyyy mm dd HH MM SS      Raw     Res[Ohm]   Temp[degC]
2015 01 22 11 03 57    23815    34054.641       22.306
2015 01 22 11 03 58    23815    34054.641       22.306
2015 01 22 11 03 59    23815    34054.641       22.306
2015 01 22 11 04 00    23815    34054.641       22.306
2015 01 22 11 04 01    23814    34053.330       22.307
2015 01 22 11 04 02    23815    34054.641       22.306
2015 01 22 11 04 03    23815    34054.641       22.306
2015 01 22 11 04 04    23815    34054.641       22.306
2015 01 22 11 04 05    23814    34053.330       22.307
2015 01 22 11 04 06    23814    34053.330       22.307
2015 01 22 11 04 07    23815    34054.641       22.306
2015 01 22 11 04 08    23814    34053.330       22.307
2015 01 22 11 04 09    23814    34053.330       22.307
2015 01 22 11 04 10    23814    34053.330       22.307
2015 01 22 11 04 11    23814    34053.330       22.307
2015 01 22 11 04 12    23814    34053.330       22.307
2015 01 22 11 04 13    23814    34053.330       22.307
2015 01 22 11 04 14    23814    34053.330       22.307
2015 01 22 11 04 15    23813    34052.020       22.308
2015 01 22 11 04 16    23814    34053.330       22.307
2015 01 22 11 04 17    23814    34053.330       22.307
2015 01 22 11 04 18    23814    34053.330       22.307
2015 01 22 11 04 19    23813    34052.020       22.308
2015 01 22 11 04 20    23814    34053.330       22.307
2015 01 22 11 04 21    23814    34053.330       22.307
2015 01 22 11 04 22    23813    34052.020       22.308
2015 01 22 11 04 23    23813    34052.020       22.308
2015 01 22 11 04 24    23813    34052.020       22.308
2015 01 22 11 04 25    23813    34052.020       22.308
2015 01 22 11 04 26    23813    34052.020       22.308
2015 01 22 11 04 27    23813    34052.020       22.308
2015 01 22 11 04 28    23813    34052.020       22.308
2015 01 22 11 04 29    23813    34052.020       22.308
2015 01 22 11 04 30    23812    34050.710       22.308
2015 01 22 11 04 31    23812    34050.710       22.308
2015 01 22 11 04 32    23812    34050.710       22.308
2015 01 22 11 04 33    23813    34052.020       22.308
2015 01 22 11 04 34    23813    34052.020       22.308
2015 01 22 11 04 35    23812    34050.710       22.308
2015 01 22 11 04 36    23812    34050.710       22.308
2015 01 22 11 04 37    23813    34052.020       22.308
2015 01 22 11 04 38    23813    34052.020       22.308
2015 01 22 11 04 39    23812    34050.710       22.308
2015 01 22 11 04 40    23813    34052.020       22.308
2015 01 22 11 04 41    23813    34052.020       22.308
2015 01 22 11 04 42    23813    34052.020       22.308
2015 01 22 11 04 43    23813    34052.020       22.308
2015 01 22 11 04 44    23813    34052.020       22.308
2015 01 22 11 04 45    23813    34052.020       22.308
2015 01 22 11 04 46    23813    34052.020       22.308
2015 01 22 11 04 47    23814    34053.330       22.307
2015 01 22 11 04 48    23813    34052.020       22.308
2015 01 22 11 04 49    23813    34052.020       22.308
2015 01 22 11 04 50    23813    34052.020       22.308
2015 01 22 11 04 51    23813    34052.020       22.308
2015 01 22 11 04 52    23813    34052.020       22.308
2015 01 22 11 04 53    23813    34052.020       22.308
2015 01 22 11 04 54    23813    34052.020       22.308
2015 01 22 11 04 55    23814    34053.330       22.307
2015 01 22 11 04 56    23814    34053.330       22.307
2015 01 22 11 04 57    23813    34052.020       22.308
2015 01 22 11 04 58    23813    34052.020       22.308
2015 01 22 11 04 59    23813    34052.020       22.308
2015 01 22 11 05 00    23813    34052.020       22.308
2015 01 22 11 05 01    23813    34052.020       22.308
2015 01 22 11 05 02    23813    34052.020       22.308
2015 01 22 11 05 03    23813    34052.020       22.308
2015 01 22 11 05 04    23813    34052.020       22.308
2015 01 22 11 05 05    23813    34052.020       22.308
2015 01 22 11 05 06    23813    34052.020       22.308
2015 01 22 11 05 07    23813    34052.020       22.308
2015 01 22 11 05 08    23813    34052.020       22.308
2015 01 22 11 05 09    23812    34050.710       22.308
2015 01 22 11 05 10    23813    34052.020       22.308
2015 01 22 11 05 11    23812    34050.710       22.308
2015 01 22 11 05 12    23812    34050.710       22.308
2015 01 22 11 05 13    23813    34052.020       22.308
2015 01 22 11 05 14    23812    34050.710       22.308
2015 01 22 11 05 15    23812    34050.710       22.308
2015 01 22 11 05 16    23812    34050.710       22.308
2015 01 22 11 05 17    23812    34050.710       22.308
2015 01 22 11 05 18    23812    34050.710       22.308
2015 01 22 11 05 19    23812    34050.710       22.308
2015 01 22 11 05 20    23812    34050.710       22.308
2015 01 22 11 05 21    23813    34052.020       22.308
2015 01 22 11 05 22    23812    34050.710       22.308
2015 01 22 11 05 23    23812    34050.710       22.308
2015 01 22 11 05 24    23811    34049.399       22.309
2015 01 22 11 05 25    23812    34050.710       22.308
2015 01 22 11 05 26    23812    34050.710       22.308
2015 01 22 11 05 27    23812    34050.710       22.308
2015 01 22 11 05 28    23812    34050.710       22.308
2015 01 22 11 05 29    23812    34050.710       22.308
2015 01 22 11 05 30    23813    34052.020       22.308
2015 01 22 11 05 31    23812    34050.710       22.308
2015 01 22 11 05 32    23812    34050.710       22.308
2015 01 22 11 05 33    23812    34050.710       22.308
2015 01 22 11 05 34    23812    34050.710       22.308
2015 01 22 11 05 35    23812    34050.710       22.308
2015 01 22 11 05 36    23812    34050.710       22.308
2015 01 22 11 05 37    23813    34052.020       22.308
2015 01 22 11 05 38    23813    34052.020       22.308
2015 01 22 11 05 39    23812    34050.710       22.308
2015 01 22 11 05 40    23813    34052.020       22.308
2015 01 22 11 05 41    23812    34050.710       22.308
2015 01 22 11 05 42    23813    34052.020       22.308
2015 01 22 11 05 43    23813    34052.020       22.308
2015 01 22 11 05 44    23813    34052.020       22.308
2015 01 22 11 05 45    23812    34050.710       22.308
2015 01 22 11 05 46    23813    34052.020       22.308
2015 01 22 11 05 47    23813    34052.020       22.308
2015 01 22 11 05 48    23813    34052.020       22.308
2015 01 22 11 05 49    23813    34052.020       22.308
2015 01 22 11 05 50    23813    34052.020       22.308
2015 01 22 11 05 51    23814    34053.330       22.307
2015 01 22 11 05 52    23813    34052.020       22.308
2015 01 22 11 05 53    23813    34052.020       22.308
2015 01 22 11 05 54    23813    34052.020       22.308
2015 01 22 11 05 55    23813    34052.020       22.308
2015 01 22 11 05 56    23813    34052.020       22.308
2015 01 22 11 05 57    23813    34052.020       22.308
2015 01 22 11 05 58    23813    34052.020       22.308
2015 01 22 11 05 59    23813    34052.020       22.308
